,1,2,3,4,5,6,7,8,9,10
0,1.0755447081857767,0.9197310898835849,0.7228773773156378,0.4502383664821171,0.4046385319236937,1.5145545050176688,1109.915973093975,4.205775251095901,0.026069438926838145,Male
1,1.0606056706556137,0.8974603077395853,0.7257659109509867,0.4779524801930492,0.3985107872999266,1.540461866873666,1141.9510795737392,3.9807671997351117,0.023216724189936252,Male
2,1.0950920611089765,0.964712795674054,0.7047692307692308,0.386923076923077,0.37876923076923075,1.592769230769231,1214.0000000000002,4.60319674176398,0.031113497041426748,Male
3,1.1356297228677585,0.9431873077150444,0.7874027357500154,0.5577861575989626,0.42025450812079296,1.5904650157475453,1170.2105076267524,3.995318492841942,0.023744510944641094,Male
4,1.0665832487397517,0.912331489965021,0.6861851562820882,0.48346921591982583,0.37946974986651333,1.5660296956503883,1186.5599457838748,4.788907446146405,0.03364214653893535,Male
5,1.0712978146886873,0.9015751479113309,0.7491111111111111,0.1308888888888889,0.41577777777777775,1.493111111111111,1077.3333333333333,4.6755135522216,0.03333747371998266,Male
6,1.079848653265149,0.8946521053251921,0.7575797973320734,0.4236270133902581,0.4159991225035648,1.548647896117922,1132.6487736143572,4.33978538567257,0.028801544478580916,Male
7,1.2138686957956772,1.0196917825594316,0.8167750670312458,0.46770421301335313,0.42204597945260025,1.783988160025485,1361.9421805728848,4.615418311453471,0.03268313854892625,Male
8,1.0857833250674782,0.9636748959288469,0.6925477879191002,0.46666583670652845,0.3821169674679339,1.592467756048631,1210.350788580697,4.451784585537196,0.029539569996016805,Male
9,0.8858717314726999,0.8124218705417149,0.5517530261552162,0.4460569279989445,0.345694119199182,1.1919901711797882,846.2960519806061,4.904002088316694,0.032688220987652,Male
10,0.46390638344190555,0.6396461141183803,0.2445387421309643,0.018162028593281167,0.06854003647702535,0.4860504794963817,417.51044301935633,9.688477695753205,0.12475928231192095,Female
11,0.675714760038683,0.8493105621567582,0.36276303811496496,0.011054527224032613,0.1298906948823832,0.8436349723603837,713.7442774780005,10.01953937099847,0.1419859687814173,Female
12,0.6081748237580114,0.7493975084881599,0.38988027274764436,0.010117593076734283,0.10235239507859101,0.7809370098065369,678.5846147279459,10.20664224533126,0.1529266649517745,Female
13,0.7073219355039901,0.7858651868900953,0.4736666666666666,0.009833333333333333,0.1968333333333333,0.9058333333333333,709.0,7.515863597273795,0.08438367885628231,Female
14,0.8757659499183724,0.8565093489336509,0.6495,0.05,0.25075,1.085,834.25,6.3417895599950285,0.05941905526144513,Female
15,0.7677236035058483,0.8048206246811905,0.48496940636582925,0.21253897746661177,0.22551185503324114,0.9312363946578808,705.7245396246396,8.137697745721217,0.09223888577430629,Female
16,0.4782135958343167,0.6729771876334506,0.26057142857142856,0.055428571428571424,0.074,0.5188571428571428,444.8571428571428,8.457215171167235,0.08925069400520194,Female
17,0.7459024102705136,0.8138733202072703,0.48290909090909095,0.05,0.2290909090909091,0.9316363636363636,702.5454545454545,9.012693347923314,0.12131207179627708,Female
18,0.702615504637164,0.7268418399670759,0.48290909090909095,0.008181818181818182,0.21509090909090908,0.9634545454545455,748.3636363636364,8.814065901772818,0.113721167210942,Female
19,0.5748579559406986,0.7680455181627177,0.26689310195763605,0.008340409436176126,0.05991477799048972,0.6815305996418206,621.6158216513309,11.17785703825967,0.1754846911608605,Female
20,0.5741394623320685,0.6601778690912332,0.38231396436823306,0.005263132769386469,0.09052588363344727,0.8210487120242891,730.5228283908418,9.398249556932507,0.12629764659643516,Female
21,0.6071089230642335,0.7785737649069265,0.2741316756965944,0.005511077786377708,0.08035506965944272,0.7224845201238389,642.1294504643962,10.604906375819752,0.1571410216569613,Female
22,0.5770405290806175,0.7006592469886209,0.27121520392120596,0.019294083332740505,0.08454886923859457,0.8009397520079107,716.3908827693161,8.5444859379427,0.0954906644510908,Female
23,0.722262960379211,0.9732140975029524,0.3691682816108736,0.012292601343279618,0.12370649605776633,0.742238976346598,618.5324802888316,10.668023255043325,0.16368221151656356,Female
24,0.5869686663995339,0.7940317922940192,0.2399985487616099,0.22266532023993807,0.08719947271671827,0.667462630611455,580.2631578947369,12.076358455261662,0.20659413774232463,Female
25,0.5667029094007067,0.7741066503883005,0.23612834136978603,0.015999953185712276,0.0567740274331726,0.7917396189316978,734.9655914985252,13.380728290985038,0.2395264617709976,Female
26,0.3899367714998133,0.616593684438485,0.1270235472138894,0.009170670843399082,0.03492659746741352,0.47609440123178204,441.16780376436856,14.304038247143447,0.2755505936242549,Female
27,0.7806998179519874,0.7301397996851686,0.5845,0.05,0.2636666666666666,1.0003333333333333,736.6666666666666,6.66517106297284,0.06684437288252432,Female
28,0.7341286960543716,0.7154237739613777,0.5669230769230769,0.254,0.22784615384615386,0.9481538461538462,720.3076923076924,7.203348132124339,0.07811797012841405,Female
29,0.4760549187068697,0.6321623623026673,0.2239995275019195,0.022883672660079818,0.042790607413157385,0.6816729807035159,638.8823732903585,12.855177207842614,0.21757810066004257,Female
30,1.4941285525165533,1.1122928659165492,1.1631638394874113,0.4449788474966115,0.5252803220109253,2.4962890705220357,1971.0087485111103,3.628473649244605,0.02185764943663917,Male
31,1.46770410569705,0.9851444101262781,1.179404574976804,0.6051120548140747,0.6243906573406609,2.3918581828563275,1767.4675255156665,3.3166582475262962,0.01949547484938247,Male
32,1.5400177433892175,1.0214892295123668,1.404,0.43390476190476185,0.5823809523809523,2.471714285714286,1889.3333333333335,3.393040630735276,0.02064335813240657,Male
33,1.5061704422343198,1.0029263426827837,1.1896514515553942,0.49448121203780737,0.611446363448703,2.489647385573898,1878.2010221251949,3.030282813633294,0.015060982621848096,Male
34,1.6666759337705876,1.0737892897050043,1.6087698107196897,0.4618505933260771,0.5691669542594706,2.6912992115532663,2122.132257293796,3.272346954399993,0.018741533827437467,Male
35,1.6383238563827203,0.9950705894136151,1.6103649605611468,0.5319982128219943,0.694516185382765,2.413325226084736,1718.8090407019713,2.933989353176717,0.014607785632056546,Male
